card_uid,place_id,geometry,name,photos,vicinity,update,business_status,likes,dislikes,mustDos
44,ChIJP4Yl9OGt3IARV1eg4iLJRcY,"{'location': {'lat': 34.0009595, 'lng': -117.3437246}, 'viewport': {'northeast': {'lat': 34.00234432989273, 'lng': -117.3424505201073}, 'southwest': {'lat': 33.99964467010728, 'lng': -117.3451501798927}}}",Riverside Live Steamers Inc,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100157376979864897699"">A Google User</a>'], 'photo_reference': 'AeJbb3dVWCceUBMPJA5_Hz2E4ns7dSxo3o3v9gYmFH6nGXq_9MC__wepMvjHJFZJjZQWs3NuJz30pasW8X-VD2uB0ywU38bWWGc5CwCaqtRR2aOChc5bOQetJYCiwFEF2jfClji_nv_oajHsh9BhGuEML682XS9Omyb3YmKorDA569nlQ7--', 'width': 1280}]","1496 Columbia Ave, Riverside",23/07/2022,0.0,0,0,0
45,ChIJh6OBe2233IARkahqfGtvUMw,"{'location': {'lat': 33.9009844, 'lng': -117.4901529}, 'viewport': {'northeast': {'lat': 33.90232122989272, 'lng': -117.4890163701073}, 'southwest': {'lat': 33.89962157010728, 'lng': -117.4917160298927}}}",Sky Zone Trampoline Park,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115598202746353385449"">Daniel Ramos</a>'], 'photo_reference': 'AeJbb3eryk8am4OMnQfnB4WVX-lsdMIj_k68s_K6fJ4LzUnry0KW_lmbFcVCo7giZvb1zDXp39KiFwRQ-OzqD_zW2OTMcAXbKcm4uOj6vTxYCBc1VtfaHf_QHRxWzIYxn7gXAJvcvyizozfBgRoO2quWqzfTXWYPCMqr5M_UmMmRll2sw1dc', 'width': 4032}]","4031 Flat Rock Rd, Riverside",23/07/2022,0.0,0,0,0
46,ChIJZdIBhQKy3IARE-G0ZJ8pYBI,"{'location': {'lat': 33.995626, 'lng': -117.3743857}, 'viewport': {'northeast': {'lat': 33.99741867989272, 'lng': -117.3730926701073}, 'southwest': {'lat': 33.99471902010728, 'lng': -117.3757923298927}}}",Stewarts Boathouse,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114326122918728700238"">Manuel Garcia</a>'], 'photo_reference': 'AeJbb3dkFgr0YFkBZtS4C3Kg7UT3fRESnBS0LWbO3yVW_RTez4kdKd0IZSTrfRlWu1V2YRYl5UL69FbRosg_KR1dwi8bdG-3B16mDWUISL-jKIu3VG_1zHzxh4fSHriDctX4j3EXqMojo7rhOwuNkyuolJxFxVELNN0tzcMJEvuuiC2CZXwY', 'width': 4032}]","2601 Fairmount Blvd, Riverside",23/07/2022,0.0,0,0,0
47,ChIJG_zP_O-x3IARqlyfHMFm4do,"{'location': {'lat': 33.982614, 'lng': -117.37372}, 'viewport': {'northeast': {'lat': 33.98413012989272, 'lng': -117.3724916201073}, 'southwest': {'lat': 33.98143047010728, 'lng': -117.3751912798927}}}",Mission Galleria Antique Shoppe,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104141674034610954816"">Grant Sommer</a>'], 'photo_reference': 'AeJbb3eIn21E3GVkHTTVD6NTwJHRZdORkkLTf_8GMaCx_vXG4iZboXMrtIitjRrGHdo8lt8mhJr1nnbrgn2PEY-SXoJA0_rnG4gqI8Od657SME_LXUYIKaWnzpPVx5T27IqfXrsR9b1MsbJpUddX4LOlcv1npwFa7z1FXcRqlTRD4Hbwqv_y', 'width': 2048}]","3700 Main St, Riverside",23/07/2022,0.0,0,0,0
48,ChIJ2wvqTn6x3IARfR3wDDd9dnY,"{'location': {'lat': 33.9820893, 'lng': -117.4117574}, 'viewport': {'northeast': {'lat': 33.98345587989272, 'lng': -117.4104616701073}, 'southwest': {'lat': 33.98075622010727, 'lng': -117.4131613298928}}}",Rancho Jurupa Park,"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102627780768266102274"">kenneth fishbeck</a>'], 'photo_reference': 'AeJbb3fCtWO6e1g9bhpopExmWSCSg91-k5QqFnlRIiFNN_mHCZjqjXJpPcGh6uPxzx04HgvgWJOSzRmCm0TQM_zc7D6q_JKQ8N83Sej2GZl_vX5hjPtgwUCI558qrt24VlFTYsyym8ZLvaZ3v8qZjeJH2-5D4RwANG3Bg6SybNgrVTJ1UO-L', 'width': 9248}]","4800 Crestmore Rd, Riverside",23/07/2022,0.0,0,0,0
49,ChIJWRzs5vqx3IARNY6iBXSMrS0,"{'location': {'lat': 33.982162, 'lng': -117.3709587}, 'viewport': {'northeast': {'lat': 33.98352367989273, 'lng': -117.3696315701073}, 'southwest': {'lat': 33.98082402010728, 'lng': -117.3723312298927}}}",Riverside Municipal Auditorium,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102448887748734432330"">Daniel Valdez</a>'], 'photo_reference': 'AeJbb3f5VpPPrYFsFcHK86OeZJzbABFE-bz6awYP8VMt_jivTF9HStRM5AJrboJCfZA99y6JaJ8PKkB_Zf0AXrrx9ZD7lxvaEvOVeuAt8OSkmgjraJaONgJwvrpCub9Kyjy4bfku2mp9en-edwCWDH9-dIAJtTyoTwSFJJMSsFTNmGRe_lWv', 'width': 4032}]","3485 Mission Inn Avenue, Riverside",23/07/2022,0.0,0,0,0
50,ChIJAWnnRGmv3IARlqMMeioBl3M,"{'location': {'lat': 33.9465813, 'lng': -117.3088967}, 'viewport': {'northeast': {'lat': 33.94785677989272, 'lng': -117.3076543701073}, 'southwest': {'lat': 33.94515712010728, 'lng': -117.3103540298927}}}",Sycamore Canyon Park Street parking,"[{'height': 4656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113978563543287235065"">Jim McDermott</a>'], 'photo_reference': 'AeJbb3e1wd5nIk7ReEkxdzFPFX9aqWaX22XjxWVJZqSavSdDj-2crOhNXKExv6j174fGdqg0hIcXCqvXMYQWhBpS8Mb-xXD6uB5Ilk6IzdT7EFcqNYR-jM9yT2T2UDjmCXYVFX9Y_cD87xcPZ7d__scbsHmZHCqqukh11iIHxjB-4KPPfMb9', 'width': 3492}]","Sycamore Highlands Park, 5777, Fair Isle Dr, Riverside",23/07/2022,0.0,0,0,0
51,ChIJR-5B46qr3IARpTK64Jsdm0Q,"{'location': {'lat': 34.0683588, 'lng': -117.2226524}, 'viewport': {'northeast': {'lat': 34.06969807989272, 'lng': -117.2214363201072}, 'southwest': {'lat': 34.06699842010728, 'lng': -117.2241359798927}}}",San Bernardino County Museum,"[{'height': 1107, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111389909593632295964"">San Bernardino County Museum</a>'], 'photo_reference': 'AeJbb3c6aOhLHI97DKAfwNRUXQCy0Lzd1BkVV4-nJwgSxMQQWZyVnb0BDiR7-20ouB_8NW_Dxy1xOngbgKwBS08ZXO689OG-w8NCuV5CgBFy4Zmj007xUuq07Ftm9YETGPrJ8xH6WfmsrphR444aPQH9M3JstlxjpzvdCtJYLVqExxnkqY5Y', 'width': 1476}]","2024 Orange Tree Ln, Redlands",23/07/2022,0.0,0,0,0
52,ChIJg3TJrfqx3IARsr-VCrwey7I,"{'location': {'lat': 33.9833724, 'lng': -117.373307}, 'viewport': {'northeast': {'lat': 33.98471127989271, 'lng': -117.37145585}, 'southwest': {'lat': 33.98201162010727, 'lng': -117.37455045}}}",Mission Inn Hotel & Spa,"[{'height': 374, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113422288317888972708"">A Google User</a>'], 'photo_reference': 'AeJbb3c373f58ijKL8Bnjr1e3CeWtnTBjVJYKQaldM_Qgg0qlDi58GN0MXvn4GKvyUt7uxWxvibpWekF3myBBZBzGp0g1c4WGV7kaRBeglN5lRrwHQZ-TQwTCffYJV0EMa3drmH0AEji6NWhIN6xsUiVdWElXafBrb9_Z0uyKrLtVJ_aSnO-', 'width': 665}]","3649 Mission Inn Avenue, Riverside",23/07/2022,0.0,0,0,0
53,ChIJWRzs5vqx3IAR19r8H7NqWNg,"{'location': {'lat': 33.9848308, 'lng': -117.3719445}, 'viewport': {'northeast': {'lat': 33.98622827989272, 'lng': -117.3704914701073}, 'southwest': {'lat': 33.98352862010728, 'lng': -117.3731911298928}}}",Riverside Convention Center,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113285639314833511814"">patricia castillo</a>'], 'photo_reference': 'AeJbb3eA5gIumaCbo381bMc268gUq2EAZA4z1d1g15m6ixMR94UuMXtTkE6elYdF-11FuQ4Nbx_esB23zQWvUTzWJ0EGEIDKpnP2vYrvsUaGybelcDLrp2gxUh95-1XLx1IBBBt4FtHfk-Sk3KerhDqQT-h-elbIyyO9IfV281dnBsyM4VCC', 'width': 4032}]","3637 5th St, Riverside",23/07/2022,0.0,0,0,0
54,ChIJNe6Nofqx3IARvhHY8MTO-uQ,"{'location': {'lat': 33.9804862, 'lng': -117.3755093}, 'viewport': {'northeast': {'lat': 33.98171237989272, 'lng': -117.3742407201073}, 'southwest': {'lat': 33.97901272010728, 'lng': -117.3769403798927}}}",Riverside Dickens Festival,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118416388802125233957"">robert greenberg</a>'], 'photo_reference': 'AeJbb3fV77XYppmXd3A46JdtLVlwat7DJqgBFfbwR0TrPGSNHMSlOmB3ZRiAWZIxEqVwZWOD8oR5kIJQ9Qw6ANdb9ok185jRbAuwsudwc_mfVDTiWpdcRkBwP6y84UpHytbasX4sqHGtbMeI_33FkVjFH5V9jFeT_yFLb2Pyg9lUvj2E3Vyy', 'width': 3072}]","Main St & Tenth St, Riverside",23/07/2022,0.0,0,0,0
55,ChIJ110yB--x3IARnp2GfYCCxC8,"{'location': {'lat': 33.9789074, 'lng': -117.375146}, 'viewport': {'northeast': {'lat': 33.98054277989272, 'lng': -117.3742759201073}, 'southwest': {'lat': 33.97784312010727, 'lng': -117.3769755798927}}}","Superior Court of California, County of Riverside - Riverside Historic Courthouse","[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113761262223952230673"">Courtney Grimshaw</a>'], 'photo_reference': 'AeJbb3deZJXviS2odG5MyHc3h17FtGAJWe_R7fqyYe75y_zINEsA6ZwUMNfUbc4M2q2RPcx3brUYuBg1GDHRB6xSsNBFQGVn2vCv25A-gQRH1yJ3Ntwk6wYigBZYYQI2XxLMJPiDjKPhNaTUuNqVQT4jRrKt-fnK5u8uOh-J3WeWromTKqp7', 'width': 4032}]","4050 Main St, Riverside",23/07/2022,0.0,0,0,0
56,ChIJafNYQfCx3IARA5iSnOWnHR4,"{'location': {'lat': 33.9836972, 'lng': -117.3751306}, 'viewport': {'northeast': {'lat': 33.98520312989272, 'lng': -117.3735901701073}, 'southwest': {'lat': 33.98250347010728, 'lng': -117.3762898298927}}}",Fox Performing Arts Center,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105663089703840774629"">Pablo Moran</a>'], 'photo_reference': 'AeJbb3c45xeIwdifmtcyGoI3ZLockx6S88Yd2vFlv9rGE2hkNj-ohMnSzNF00wOKWQkt0ccPaaWh-FQqiD9dDJGFXwLKljeUVMi7OXLB7ODxWTOBJPmRjMilFWB_DeiJ-FZ_mvyFELinIkblEss2OnFAVAT_qZW8IhAYSZShdyd_AQz7BYkz', 'width': 2448}]","3801 Mission Inn Avenue, Riverside",23/07/2022,0.0,0,0,0
57,ChIJb-7egPCx3IAREtRhm3w-MEM,"{'location': {'lat': 33.9851488, 'lng': -117.3735366}, 'viewport': {'northeast': {'lat': 33.98646457989272, 'lng': -117.3722651201073}, 'southwest': {'lat': 33.98376492010727, 'lng': -117.3749647798927}}}",Hyatt Place Riverside/Downtown,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106638786724897654870"">Hyatt Place Riverside/Downtown</a>'], 'photo_reference': 'AeJbb3dQv7APAKyUX0INuB1yv3icnd3TIeQAArX973oO7jLoWiHL-Oe3Ec-MGMQY0P9yQd635xfT6cTSq3PhBA1-_4G_RGDfP0PGBaEJafhOgNkGEg0o9otuj0wx-Uh_o1WPUTpP2goMaYGVgFInML6CJmWNql0Q5N2UFY5op8Q56qvnLRS3', 'width': 2880}]","3500 Market Street, Riverside",23/07/2022,0.0,0,0,0
58,ChIJIXCqfWO53IARb-R9VgXboyM,"{'location': {'lat': 33.8358288, 'lng': -117.461343}, 'viewport': {'northeast': {'lat': 33.83716247989273, 'lng': -117.4600535201073}, 'southwest': {'lat': 33.83446282010728, 'lng': -117.4627531798927}}}",Mathews Dam Founder's Monument,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113949489434334266861"">Oliver Ayala</a>'], 'photo_reference': 'AeJbb3dpK65pum264Z7DJeX_fUmP9xvpxmC_3z1i_CF09rJko59e-L42xZy0YyswcejEnI2l257sBMBP-4ZRZQJfQYNizq9wij241M1oT-clN-ubAxCpcZ8AElCK31BSWENdj4GwniQDCFd_sHABaFoPdU73PTka66C2szR7f58DywVWFa3l', 'width': 4032}]",Perris,23/07/2022,0.0,0,0,0
59,ChIJOWq9LyBn24ARUcUvBZJQHGw,"{'location': {'lat': 33.7813927, 'lng': -117.0564768}, 'viewport': {'northeast': {'lat': 33.78252752989272, 'lng': -117.0550025701072}, 'southwest': {'lat': 33.77982787010727, 'lng': -117.0577022298927}}}",Hemet Maze Stone,"[{'height': 1793, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100484191363538571735"">Craig .</a>'], 'photo_reference': 'AeJbb3d45NkhSkV5Q-zbrF4KlJspqgkdxH8LDRvfDIqMiLZkdhoyWu7W7UxiZ17eHNB4FEgWs8V93lQQCatfoRYKo3tTGgJssQPUGNrluSwA4IDOTz7Ud3QqiSLdQUuJZh6Dn1Ea6Pdt1lf605nAM8fU9JV3ys6eOEqLOo_cr57Snb8twmdy', 'width': 2391}]","23519 California Ave, Hemet",23/07/2022,0.0,0,0,0
0,ChIJpZmO7rDZ3IARsvZQdYOZasw,"{'location': {'lat': 33.7634055, 'lng': -117.8681454}, 'viewport': {'northeast': {'lat': 33.76496770000001, 'lng': -117.8664809201072}, 'southwest': {'lat': 33.7617565, 'lng': -117.8691805798927}}}",Bowers Museum,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117367543799164508155"">Bowers Museum</a>'], 'photo_reference': 'AeJbb3dahFA_1gWxhtAtXOtCqtTJzX9Kn7gj0tmfdmYmw3SiCyoyS5QEBQprx0Zg2UelBbw1uj3NMc4eFmH92lr_IG15maJ35kUZTIw6dt846MLO79n3MF7ep5G6FYwGXMWWSjn6VueV4xwDDj1Vm2nke_xuqptBLhnMTXeI4Hn0FoCEQzuX', 'width': 3888}]","2002 N Main St, Santa Ana",23/07/2022,0.0,0,0,0
1,ChIJsyTucG_Z3IARXvuf8WcBLxs,"{'location': {'lat': 33.7435545, 'lng': -117.8424885}, 'viewport': {'northeast': {'lat': 33.74432805, 'lng': -117.83942025}, 'southwest': {'lat': 33.74123385, 'lng': -117.84351125}}}",Santa Ana Zoo,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100227479676519390864"">Lyric Veal</a>'], 'photo_reference': 'AeJbb3doBkoiMZ8s_begaJ7jLumQhxfs8_8raGM1Jm8oNlDCtjqCT8REsb8dyeTE5dL1uoNYl1r0Xe72-HyxiN8PDADg1zsw7eIFamSWVpAG96Y3WFpo3_ng0ogxT06qWU2VrDGs0vSTF87NnrhbHB00pq9yf_Xugw_CvFA1k-79OR5luZzP', 'width': 3024}]","1801 E Chestnut Ave, Santa Ana",23/07/2022,0.0,0,0,0
2,ChIJ4y1OupfY3IARM-WCXfaxuUI,"{'location': {'lat': 33.7207429, 'lng': -117.9106923}, 'viewport': {'northeast': {'lat': 33.72193817989272, 'lng': -117.9091284701073}, 'southwest': {'lat': 33.71923852010728, 'lng': -117.9118281298927}}}",Heritage Museum of Orange County,"[{'height': 761, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115398388800513402326"">A Google User</a>'], 'photo_reference': 'AeJbb3cZYcu42huJht7s9O8eMHMcdVoUVFrwXdRJzKPmRRQnNpBlJaxj0lSVg0ONEOOP-BXN1Z3QUgSTyACmcIclbxjxleNqfR1IBmnJyEz3wvFovL7_AS1WfxY3-sk-kmCL82blXzvyBEglymIJma9As9K-xCvFrt4opOzeLL-7GELWsysL', 'width': 1876}]","3101 W Harvard St, Santa Ana",23/07/2022,0.0,0,0,0
3,ChIJXzC2OsjZ3IAR_H-q2B1k3fI,"{'location': {'lat': 33.7702538, 'lng': -117.8678641}, 'viewport': {'northeast': {'lat': 33.77181202989271, 'lng': -117.8664356201073}, 'southwest': {'lat': 33.76911237010727, 'lng': -117.8691352798927}}}",Discovery Cube Orange County,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116977536457288252564"">Henry Lozano</a>'], 'photo_reference': 'AeJbb3e7hUILgfdWPW9NGp-LzAwPjnhXicoxmYkFlWymvZlyke_QdehcIzAzik0rJHtj6J35o3WmKFiTQZGTBkaTf3jWXEjDIlq3fHFm_YYWonXc-XsMB5Rr_U5nRXnXPWz25fFHG9QvMBZIQLxgecHC8xV6fhTveaeaxcjekGFQUjyiLKPN', 'width': 4032}]","2500 N Main St, Santa Ana",23/07/2022,0.0,0,0,0
4,ChIJ6YwrhQfZ3IARN8e7_TZkM84,"{'location': {'lat': 33.7476329, 'lng': -117.8667055}, 'viewport': {'northeast': {'lat': 33.74910417989273, 'lng': -117.8653583701073}, 'southwest': {'lat': 33.74640452010728, 'lng': -117.8680580298927}}}",Downtown Santa Ana Historic District,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116681458947595817974"">Rosalyn Barbour</a>'], 'photo_reference': 'AeJbb3f4SMnZcNNMFExXDum-16GIBcMfys3l6NMPS9uJZlGQXxjZMw8oAwi0Gl1x6Q3fMxg1OjPXA8MaxqQ3UAI_5hNHQKBUrXXGAYSXRPGd8YTFBKSH315CdUF9_pNsCHBUDBg2Up7Wo-0NYLD7ADZPgpJMFlkmkYLAsD_6dIe_vG7ZHCtd', 'width': 4032}]",Santa Ana,23/07/2022,0.0,0,0,0
5,ChIJWTxrKajZ3IARQQuYieQQB1A,"{'location': {'lat': 33.7501325, 'lng': -117.8692075}, 'viewport': {'northeast': {'lat': 33.75130432989271, 'lng': -117.8678493201072}, 'southwest': {'lat': 33.74860467010727, 'lng': -117.8705489798927}}}",Old Orange County Courthouse,"[{'height': 338, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117888315009583243419"">A Google User</a>'], 'photo_reference': 'AeJbb3cLsT8zuG33kKMQyzGbFKjbB6xIEAb2r3_Q33ZmX1FjNG1a-QqCJ15X2PaVgvmiCbB1hVmpivUOKPVRemXHrM8KuP4bmRu8sCef_jS9BCV2leQtO0K7z2t4DYnS70-UGT2nsiIEKWTC7q--aEIZxfTThGuxXNHGT2f616cwkv2_QFWZ', 'width': 451}]","211 W Santa Ana Blvd, Santa Ana",23/07/2022,0.0,0,0,0
6,ChIJ2bOHhPze3IARFjlAGQV38Xs,"{'location': {'lat': 33.6735613, 'lng': -117.8733916}, 'viewport': {'northeast': {'lat': 33.67496182989272, 'lng': -117.8720886701073}, 'southwest': {'lat': 33.67226217010728, 'lng': -117.8747883298927}}}",Lyon Air Museum,"[{'height': 995, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105627274282422538119"">A Google User</a>'], 'photo_reference': 'AeJbb3ec6hq3X6CPkLrgdaaZ15hjbJVXEMYSP-XD-zWrLJ7ecohd7gVCf129LVTU_NbZj2luzMfe2VZggbhCjU_IReRcHs0g6m_UTQPUr6tVbMupiYiZk5KotgnPNIJ2Jk1wrf0mbVUydZKNIqsXjccoHjyjoEHjktC7heeIiwNw6SQ9IlYN', 'width': 1500}]","19300 Ike Jones Rd, Santa Ana",23/07/2022,0.0,0,0,0
7,ChIJUZphrpfY3IARFzZ6qxe6OY4,"{'location': {'lat': 33.7207429, 'lng': -117.9106923}, 'viewport': {'northeast': {'lat': 33.72184027989272, 'lng': -117.9093438201073}, 'southwest': {'lat': 33.71914062010728, 'lng': -117.9120434798927}}}",The Kellogg House,"[{'height': 1706, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106807871643201537232"">Sai R</a>'], 'photo_reference': 'AeJbb3ciTSxQA0HMO7L3NbNdsxEneSvxcvKtOwPz2iwYI0hS1FRhwlMEDwQRjvPIwWO435GolifMCQ3tludLIQU4RIam6y5eGUz0F0S0uZkdo9C-3fGIsOp9nyNRQ_zLnicj6JUsUFds3siWzr4m_Faw1zBdfLpkKWnwr5rNyQiR9OLK3neO', 'width': 960}]","3101 W Harvard St, Santa Ana",23/07/2022,0.0,0,0,0
8,ChIJ4_sey_LZ3IARdiG2sPPOyBU,"{'location': {'lat': 33.7467527, 'lng': -117.8683177}, 'viewport': {'northeast': {'lat': 33.74810272989273, 'lng': -117.8669264701073}, 'southwest': {'lat': 33.74540307010729, 'lng': -117.8696261298927}}}",Santa Ana Sites,,"251 S Sycamore St, Santa Ana",23/07/2022,0.0,0,0,0
9,ChIJfz7Ji1XZ3IARIGRy9GyzQEA,"{'location': {'lat': 33.7209722, 'lng': -117.8311861}, 'viewport': {'northeast': {'lat': 33.72243742989271, 'lng': -117.8299309201073}, 'southwest': {'lat': 33.71973777010727, 'lng': -117.8326305798927}}}",Marconi Automotive Museum,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106345703003174966780"">김철민</a>'], 'photo_reference': 'AeJbb3ekQx30YHtcTOX5Zdiv-NECFLGfiZFKRG5YXKBpIpMJfDuoE5xPPW_AnGBrIiVhlkS7wQ2PVl4ulWBujCCuuqSfxkFxkqWxGGaA1XFbIzytdIuptliKQjcf7O884qK0J_D2spEXX9mtJCUrRsqCkbRXOWpmus7QkxGW1fRYHbcyZ0nV', 'width': 4032}]","1302 Industrial Dr, Tustin",23/07/2022,0.0,0,0,0
10,ChIJNXIxxvPZ3IARu9b_sVVcRMo,"{'location': {'lat': 33.7475934, 'lng': -117.8655952}, 'viewport': {'northeast': {'lat': 33.74894042989271, 'lng': -117.8642849201073}, 'southwest': {'lat': 33.74624077010727, 'lng': -117.8669845798927}}}",Plaza de Santa Ana,,"300 N Spurgeon St, Santa Ana",23/07/2022,0.0,0,0,0
11,ChIJa147K9HX3IAR-lwiGIQv9i4,"{'location': {'lat': 33.8120918, 'lng': -117.9189742}, 'viewport': {'northeast': {'lat': 33.81939444999999, 'lng': -117.91719615}, 'southwest': {'lat': 33.80617545, 'lng': -117.92429795}}}",Disneyland Park,"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101773114901919375981"">Michael Gusella</a>'], 'photo_reference': 'AeJbb3c498-kIjs_yeMKJU2vdDq8L6dyjU-g8QeQzvQbtTkdjDIVrqTFhFZk_EzN-A6uryILjw8VKG5i64I9zJ9dHxbD-mCzmdW0mGKpOy1YbKVtfs3ZeNSmxNS_5UnPWIfvy-nyWkInXiU147HWC9vi2WrGfPNupH4J15YdSpbdidcxSCBj', 'width': 2976}]","1313 Disneyland Dr, Anaheim",23/07/2022,0.0,0,0,0
12,ChIJzYp-c5LZ3IAREfdiZMA07rE,"{'location': {'lat': 33.7727477, 'lng': -117.8425208}, 'viewport': {'northeast': {'lat': 33.77392197989271, 'lng': -117.8416678201073}, 'southwest': {'lat': 33.77122232010727, 'lng': -117.8443674798927}}}",Fairhaven Memorial Park & Mortuary,"[{'height': 290, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117888315009583243419"">A Google User</a>'], 'photo_reference': 'AeJbb3d7qcvYMwv5lLXgCL3OjBr1jPdjAf0-XE2gR0sivDYCOKLytrxucA9HoWTrDzjA7UtJBm7rZFUCA_7q5e2u02ElXqWEOGOansSLEdifw4IprRX2JRFbZLfRHpR3N8i-r8jZQaTa4NUuZ4-_t9txx-Y7s95f_gPibpq0pZcIP_weCb1E', 'width': 516}]","1702 Fairhaven Ave, Santa Ana",23/07/2022,0.0,0,0,0
13,ChIJo3h_9V8p3YARVTAekE45jq4,"{'location': {'lat': 33.8443038, 'lng': -118.0002265}, 'viewport': {'northeast': {'lat': 33.84622687989272, 'lng': -117.99680605}, 'southwest': {'lat': 33.84352722010728, 'lng': -118.00136665}}}",Knott's Berry Farm,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117792040538294442555"">Brian Flores</a>'], 'photo_reference': 'AeJbb3eK6TAxGOoZkYPWihRMVmk7WncdZiPvITyfmkcHnHJBB_y3uCvopJbfqLbwbp-qyHg_q1GneRZ35EIZ3K2AbNPgeHdM0HRLxCwRYEnHDUz19V_JTLCZwJvI8QQshSZmqd0ImUMpywn8h2oKwblc2V91PpMvj5vkzfzEqopNKhQW-is3', 'width': 3872}]","8039 Beach Blvd, Buena Park",23/07/2022,0.0,0,0,0
14,ChIJafaJ6rLR3IARzZA2oz2ws_Y,"{'location': {'lat': 33.8572377, 'lng': -117.7709789}, 'viewport': {'northeast': {'lat': 33.85861837989272, 'lng': -117.7696187701073}, 'southwest': {'lat': 33.85591872010728, 'lng': -117.7723184298927}}}",Ramon Peralta Adobe,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104039696017380661068"">Mike Rosinko</a>'], 'photo_reference': 'AeJbb3fGOybHLQaj-pEAG1SB6aQ0B2Met_Npjk5M3ID8OC_C9rYdruW72li2GJ7V_KP0ELKMgtTQWS2oncte3QGO-EP9QkbkzuY-siLT_ICzqAWFNzj8jryI8MrXctGCNEdZuzHO1yDIRFRBykyoJO6_RER2pfguDFwCAhFiw7CW4tMJ_xbg', 'width': 4032}]","6398 E Santa Ana Canyon Rd, Anaheim",23/07/2022,0.0,0,0,0
15,ChIJX4xztMfa3IARKRwdfH0CzSc,"{'location': {'lat': 33.7964586, 'lng': -117.7507951}, 'viewport': {'northeast': {'lat': 33.79798227989272, 'lng': -117.7495899201073}, 'southwest': {'lat': 33.79528262010727, 'lng': -117.7522895798927}}}",Orange County Zoo,"[{'height': 4024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100182699874763528676"">A Google User</a>'], 'photo_reference': 'AeJbb3cSxetBnH66QNHSJE88TaiZe-ZyE_SgWfb1p6M5Bkx8xrXFUHUfSAv_zQndbVp2u7lZPaXa-5NtmbJcE-UXXMDm0Ayaw3YpH97CLcp2EDZQO-Bh3odLKIZkC6KjVbWglnkZBP2ULB4ssTiR-fWKuZ3uOLZFt68LgHkXBByBeuvQFKf4', 'width': 6048}]","1 Irvine Park Rd, Orange",23/07/2022,0.0,0,0,0
16,ChIJ5zCjTqnY3IARwcG57cOsZo0,"{'location': {'lat': 33.699631, 'lng': -117.9177051}, 'viewport': {'northeast': {'lat': 33.70098562989272, 'lng': -117.9164629701073}, 'southwest': {'lat': 33.69828597010728, 'lng': -117.9191626298927}}}",The Observatory,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107927767334656709039"">Christian Ayotte</a>'], 'photo_reference': 'AeJbb3cQc9OKClARes0YuhFPwWh-dPmjCdbyMWWkak_GtMgJJOMcTO4fXg8CwUqLu0G6BGpiqIz_9yfMNeUnpywRVTg_5G_DxYWfulhHKzpObpxeD4CI415MhVhxYgya2IY0K7eQeWRmpfQ0HN8Dm6d1sa9WrgUoEunA8XOb9tkqCbAh16_u', 'width': 4608}]","3503 S Harbor Blvd, Santa Ana",23/07/2022,0.0,0,0,0
